delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,expected_time_hours_recon,speed_kmph_recon,weather_mult_recon,delivery_time_hours_recon,partner_mult_recon,delay_hours_recon,delayed_flag_recon,order_date_recon,order_ts_recon,delivery_ts_recon,expected_ts_recon,hour
8181,fedex,fragile items,ev bike,express,north,hot,289.4,16.19,no,delivered,4,1545.57,8.8,30,1.1,11.45631597,0.994686582,2.65631597,1,18-07-2024,18-07-2024 11.00,2024-07-18 22:27:22.737493472,18-07-2024 19.48,11
8182,delhivery,fragile items,ev van,two day,south,clear,45.8,18.28,no,delivered,4,283.84,48,40,1,1.99740387,0.99343672,-46.00259613,0,21-08-2024,21-08-2024 17.00,2024-08-21 18:59:50.653930516,23-08-2024 17.00,17
8183,xpressbees,cosmetics,scooter,two day,north,foggy,283.9,15.85,no,delivered,4,1467.05,52.8,40,1.15,9.152496903,1.005583797,-43.6475031,0,03-08-2024,03-08-2024 18.00,2024-08-04 03:09:08.988849453,05-08-2024 22.48,18
8184,xpressbees,cosmetics,bike,express,west,stormy,79.8,31.27,yes,delayed,3,542.81,8,35,1.1,3.766856567,1.005583797,-4.233143433,0,21-12-2024,21-12-2024 8.00,2024-12-21 11:46:00.683642377,21-12-2024 16.00,8
8185,shadowfax,groceries,bike,standard,west,stormy,193.8,15.75,no,delivered,4,1016.25,48,35,1.1,7.002637693,1.002186885,-40.99736231,0,16-12-2024,16-12-2024 15.00,2024-12-16 22:00:09.495693781,18-12-2024 15.00,15
8186,amazon logistics,documents,scooter,same day,north,foggy,114.5,40.48,no,delivered,5,793.94,24,40,1.15,4.807060641,1.00190617,-19.19293936,0,27-05-2024,27-05-2024 15.00,2024-05-27 19:48:25.418309389,28-05-2024 15.00,15
8187,dhl,fragile items,ev bike,standard,south,rainy,186,25.29,no,delivered,3,1005.87,48,30,1.2,8.636685934,0.998811829,-39.36331407,0,02-09-2024,02-09-2024 10.00,2024-09-02 18:38:12.069362338,04-09-2024 10.00,10
8188,blue dart,documents,bike,standard,west,rainy,253,20.59,no,delivered,5,1326.77,52.8,35,1.2,9.77767733,1.000945045,-43.02232267,0,30-10-2024,30-10-2024 13.00,2024-10-30 22:46:39.638388673,01-11-2024 17.48,13
8189,blue dart,groceries,van,same day,west,stormy,258.4,3.33,yes,delayed,2,1401.99,26.4,45,1.1,6.946262774,1.000945045,-19.45373723,0,30-10-2024,30-10-2024 14.00,2024-10-30 20:56:46.545986274,31-10-2024 16.24,14
8190,blue dart,furniture,ev bike,express,west,stormy,260.8,33.81,yes,delayed,2,1455.43,8.8,30,1.1,10.86674653,1.000945045,2.06674653,1,30-10-2024,30-10-2024 9.00,2024-10-30 19:52:00.287506869,30-10-2024 17.48,9
8191,blue dart,groceries,ev van,standard,west,foggy,80.1,39.83,no,delivered,5,519.99,48,40,1.15,3.797550466,1.000945045,-44.20244953,0,25-10-2024,25-10-2024 10.00,2024-10-25 13:47:51.181676728,27-10-2024 10.00,10
8192,ekart,groceries,bike,express,north,rainy,233.3,45.2,yes,delayed,3,1352.1,8.8,35,1.2,9.708770754,1.002593401,0.908770754,1,08-07-2024,08-07-2024 10.00,2024-07-08 19:42:31.574712942,08-07-2024 18.48,10
8193,blue dart,pharmacy,scooter,same day,west,stormy,105.4,15.46,yes,delayed,2,673.38,24,40,1.1,3.792200414,1.000945045,-20.20779959,0,26-10-2024,26-10-2024 13.00,2024-10-26 16:47:31.921492185,27-10-2024 13.00,13
8194,shadowfax,documents,bike,two day,central,rainy,54.9,24.19,no,delivered,3,347.07,48,35,1.2,3.069543807,1.002186885,-44.93045619,0,28-02-2024,28-02-2024 14.00,2024-02-28 17:04:10.357705549,01-03-2024 14.00,14
8195,blue dart,automobile parts,bike,two day,east,foggy,93.2,26,no,delivered,4,544,48,35,1.15,4.239288248,1.000945045,-43.76071175,0,23-03-2024,23-03-2024 12.00,2024-03-23 16:14:21.437691928,25-03-2024 12.00,12
8196,shadowfax,clothing,van,express,central,cold,105.1,21.54,no,delivered,4,640.12,8,45,1.05,3.437173636,1.002186885,-4.562826364,0,29-02-2024,29-02-2024 9.00,2024-02-29 12:26:13.825090093,29-02-2024 17.00,9
8197,dhl,groceries,scooter,same day,central,hot,169.5,8.35,no,delivered,4,972.55,24,40,1.1,5.388539878,0.998811829,-18.61146012,0,30-01-2024,30-01-2024 12.00,2024-01-30 17:23:18.743559165,31-01-2024 12.00,12
8198,xpressbees,fragile items,ev van,express,central,hot,185.6,40.19,yes,delayed,2,1098.57,8,40,1.1,6.574687868,1.005583797,-1.425312132,0,11-03-2024,11-03-2024 9.00,2024-03-11 15:34:28.876323943,11-03-2024 17.00,9
8199,fedex,furniture,van,same day,central,clear,120.2,21.67,no,delivered,5,766.01,24,45,1,3.585358837,0.994686582,-20.41464116,0,22-02-2024,22-02-2024 9.00,2024-02-22 12:35:07.291812516,23-02-2024 9.00,9
8200,ecom express,cosmetics,scooter,standard,north,hot,248.4,47.64,no,delivered,5,1384.92,52.8,40,1.1,8.427812019,0.999849571,-44.37218798,0,01-07-2024,01-07-2024 14.00,2024-07-01 22:25:40.123267269,03-07-2024 18.48,14
8201,dhl,pharmacy,van,express,south,stormy,16.9,39.86,yes,delayed,2,254.08,8,45,1.1,1.83784484,0.998811829,-6.16215516,0,28-08-2024,28-08-2024 9.00,2024-08-28 10:50:16.241423056,28-08-2024 17.00,9
8202,ekart,documents,ev bike,express,central,stormy,260.3,5.2,yes,delayed,2,1367.1,8.8,30,1.1,10.23520868,1.002593401,1.435208677,1,17-02-2024,17-02-2024 9.00,2024-02-17 19:14:06.751238780,17-02-2024 17.48,9
8203,shadowfax,cosmetics,van,same day,north,rainy,219.3,37.99,yes,delayed,3,1310.47,26.4,45,1.2,7.375854952,1.002186885,-19.02414505,0,24-07-2024,24-07-2024 13.00,2024-07-24 20:22:33.077828132,25-07-2024 15.24,13
8204,shadowfax,documents,bike,express,north,foggy,109.8,4.4,yes,delayed,2,612.2,8,35,1.15,4.293282716,1.002186885,-3.706717284,0,21-07-2024,21-07-2024 10.00,2024-07-21 14:17:35.817776343,21-07-2024 18.00,10
8205,dhl,cosmetics,van,express,south,foggy,185.1,16.37,yes,delayed,3,1024.61,8,45,1.15,5.675092333,0.998811829,-2.324907667,0,02-09-2024,02-09-2024 10.00,2024-09-02 15:40:30.332397277,02-09-2024 18.00,10
8206,shadowfax,clothing,truck,same day,south,foggy,129.8,25.12,no,delivered,5,824.36,24,50,1.15,4.147209682,1.002186885,-19.85279032,0,02-10-2024,02-10-2024 13.00,2024-10-02 17:08:49.954855221,03-10-2024 13.00,13
8207,fedex,cosmetics,scooter,same day,west,hot,33.4,7.18,no,delivered,4,288.54,24,40,1.1,1.617817938,0.994686582,-22.38218206,0,04-12-2024,04-12-2024 14.00,2024-12-04 15:37:04.144577242,05-12-2024 14.00,14
8208,ekart,clothing,truck,express,east,clear,289.2,47.53,no,delivered,4,1632.7206,8.8,50,1,7.253362222,1.002593401,-1.546637778,0,30-04-2024,30-04-2024 11.00,2024-04-30 18:15:12.104000373,30-04-2024 19.48,11
8209,ekart,fragile items,scooter,two day,west,stormy,106.6,1.94,no,delivered,5,538.82,48,40,1.1,3.533319614,1.002593401,-44.46668039,0,28-11-2024,28-11-2024 14.00,2024-11-28 17:31:59.950609024,30-11-2024 14.00,14
8210,ecom express,pharmacy,ev van,two day,south,cold,252.8,47.4,no,delivered,3,1406.2,52.8,40,1.05,8.155173038,0.999849571,-44.64482696,0,12-09-2024,12-09-2024 12.00,2024-09-12 20:09:18.622935975,14-09-2024 16.48,12
8211,xpressbees,electronics,ev van,same day,east,rainy,233.8,3.97,yes,delayed,2,1280.91,26.4,40,1.2,7.752327052,1.005583797,-18.64767295,0,22-05-2024,22-05-2024 10.00,2024-05-22 17:45:08.377387383,23-05-2024 12.24,10
8212,delhivery,electronics,ev bike,same day,south,hot,228.1,20.35,yes,delayed,2,1301.55,26.4,30,1.1,9.299925398,0.99343672,-17.1000746,0,26-08-2024,26-08-2024 12.00,2024-08-26 21:17:59.731431748,27-08-2024 14.24,12
8213,ecom express,clothing,ev van,same day,central,clear,11.6,12.61,no,delivered,5,195.83,24,40,1,1.042043222,0.999849571,-22.95795678,0,03-02-2024,03-02-2024 15.00,2024-02-03 16:02:31.355600985,04-02-2024 15.00,15
8214,xpressbees,automobile parts,bike,standard,central,stormy,250.3,39.58,no,delivered,4,1370.24,52.8,35,1.1,9.339189999,1.005583797,-43.46081,0,12-03-2024,12-03-2024 18.00,2024-03-13 03:20:21.083996209,14-03-2024 22.48,18
8215,delhivery,pharmacy,truck,express,central,rainy,143.9,47.7,yes,delayed,3,912.6,8,50,1.2,5.164281446,0.99343672,-2.835718554,0,21-01-2024,21-01-2024 11.00,2024-01-21 16:09:51.413206204,21-01-2024 19.00,11
8216,xpressbees,documents,van,two day,north,stormy,262.4,23.04,no,delivered,4,1381.12,52.8,45,1.1,7.512819338,1.005583797,-45.28718066,0,03-08-2024,03-08-2024 10.00,2024-08-03 17:30:46.149616760,05-08-2024 14.48,10
8217,shadowfax,documents,ev bike,same day,north,hot,118,28.03,no,delivered,5,774.09,24,30,1.1,5.505339943,1.002186885,-18.49466006,0,21-07-2024,21-07-2024 11.00,2024-07-21 16:30:19.223794709,22-07-2024 11.00,11
8218,ecom express,electronics,bike,standard,east,cold,195,44.98,no,delivered,5,1109.94,48,35,1.05,7.31847892,0.999849571,-40.68152108,0,19-04-2024,19-04-2024 12.00,2024-04-19 19:19:06.524112316,21-04-2024 12.00,12
8219,fedex,clothing,scooter,standard,west,clear,90.9,15.03,no,delivered,5,499.59,48,40,1,3.056771335,0.994686582,-44.94322866,0,06-12-2024,06-12-2024 13.00,2024-12-06 16:03:24.376806266,08-12-2024 13.00,13
8220,fedex,fragile items,scooter,two day,central,rainy,217.1,38.42,no,delivered,3,1200.76,52.8,40,1.2,7.992386261,0.994686582,-44.80761374,0,24-02-2024,24-02-2024 16.00,2024-02-24 23:59:32.590540006,26-02-2024 20.48,16
8221,ekart,pharmacy,truck,same day,west,hot,297.1,0.92,no,delivered,5,1590.76,26.4,50,1.1,7.124869852,1.002593401,-19.27513015,0,03-12-2024,03-12-2024 15.00,2024-12-03 22:07:29.531467174,04-12-2024 17.24,15
8222,ekart,groceries,ev van,express,south,cold,96.9,6.89,yes,delayed,3,555.17,8,40,1.05,3.221648416,1.002593401,-4.778351584,0,16-09-2024,16-09-2024 11.00,2024-09-16 14:13:17.934297121,16-09-2024 19.00,11
8223,shadowfax,electronics,ev van,two day,south,foggy,100.4,31.55,no,delivered,5,596.65,48,40,1.15,4.196306818,1.002186885,-43.80369318,0,01-10-2024,01-10-2024 12.00,2024-10-01 16:11:46.704543093,03-10-2024 12.00,12
8224,amazon logistics,groceries,van,standard,central,clear,223.8,22.08,no,delivered,5,1185.24,52.8,45,1,5.926208202,1.00190617,-46.8737918,0,06-01-2024,06-01-2024 17.00,2024-01-06 22:55:34.349525886,08-01-2024 21.48,17
8225,ecom express,groceries,bike,two day,west,clear,145.2,10.31,no,delivered,5,756.93,48,35,1,4.854041128,0.999849571,-43.14595887,0,21-11-2024,21-11-2024 14.00,2024-11-21 18:51:14.548061862,23-11-2024 14.00,14
8226,xpressbees,clothing,ev van,two day,central,clear,84.7,11.35,no,delivered,4,457.55,48,40,1,2.86038311,1.005583797,-45.13961689,0,08-03-2024,08-03-2024 15.00,2024-03-08 17:51:37.379194740,10-03-2024 15.00,15
8227,shadowfax,pharmacy,truck,express,south,clear,291.1,3.51,yes,delayed,2,1516.03,8.8,50,1,6.406179009,1.002186885,-2.393820991,0,07-10-2024,07-10-2024 10.00,2024-10-07 16:24:22.244433649,07-10-2024 18.48,10
8228,fedex,pharmacy,bike,express,south,cold,20.9,7.14,yes,delayed,3,175.92,8,35,1.05,1.295022249,0.994686582,-6.704977751,0,22-09-2024,22-09-2024 12.00,2024-09-22 13:17:42.080094740,22-09-2024 20.00,12
8229,dhl,automobile parts,truck,standard,west,cold,262.4,39.59,no,delivered,4,1430.77,52.8,50,1.05,6.85863108,0.998811829,-45.94136892,0,15-11-2024,15-11-2024 11.00,2024-11-15 17:51:31.071888457,17-11-2024 15.48,11
8230,xpressbees,groceries,ev van,two day,east,clear,16.5,48.59,no,delivered,5,228.27,48,40,1,1.894821548,1.005583797,-46.10517845,0,17-05-2024,17-05-2024 16.00,2024-05-17 17:53:41.357573088,19-05-2024 16.00,16
8231,ekart,documents,ev van,same day,central,cold,193.8,7.08,no,delivered,4,1090.24,24,40,1.05,5.775870404,1.002593401,-18.2241296,0,16-02-2024,16-02-2024 12.00,2024-02-16 17:46:33.133455735,17-02-2024 12.00,12
8232,ekart,fragile items,ev van,express,north,hot,106.9,17.9,yes,delayed,2,638.2,8,40,1.1,3.893621604,1.002593401,-4.106378396,0,05-07-2024,05-07-2024 11.00,2024-07-05 14:53:37.037775501,05-07-2024 19.00,11
8233,amazon logistics,groceries,ev van,standard,west,stormy,204.1,14.4,no,delivered,5,1063.7,52.8,40,1.1,6.491901124,1.00190617,-46.30809888,0,20-10-2024,20-10-2024 17.00,2024-10-20 23:29:30.844045093,22-10-2024 21.48,17
8234,shadowfax,pharmacy,truck,express,central,foggy,199,39.53,yes,delayed,3,1163.59,8,50,1.15,6.074445128,1.002186885,-1.925554872,0,03-03-2024,03-03-2024 8.00,2024-03-03 14:04:28.002462186,03-03-2024 16.00,8
8235,dhl,cosmetics,truck,express,east,rainy,87.2,44.18,yes,delayed,3,618.54,8,50,1.2,3.748660652,0.998811829,-4.251339348,0,08-04-2024,08-04-2024 9.00,2024-04-08 12:44:55.178347671,08-04-2024 17.00,9
8236,amazon logistics,fragile items,bike,express,north,foggy,106.1,7.77,yes,failed,1,603.81,8,35,1.15,4.247934737,1.00190617,-3.752065263,0,27-05-2024,27-05-2024 12.00,2024-05-27 16:14:52.565054427,27-05-2024 20.00,12
8237,ecom express,documents,truck,two day,north,cold,223.8,14.96,no,delivered,5,1163.88,52.8,50,1.05,5.538126778,0.999849571,-47.26187322,0,30-06-2024,30-06-2024 12.00,2024-06-30 17:32:17.256399568,02-07-2024 16.48,12
8238,ekart,pharmacy,ev van,express,east,cold,4.4,39.83,no,delivered,5,191.49,8,40,1.05,1.480760272,1.002593401,-6.519239728,0,22-04-2024,22-04-2024 10.00,2024-04-22 11:28:50.736980798,22-04-2024 18.00,10
8239,fedex,clothing,ev bike,standard,west,stormy,112.5,41.48,no,delivered,4,686.94,48,30,1.1,5.557870958,0.994686582,-42.44212904,0,06-12-2024,06-12-2024 13.00,2024-12-06 18:33:28.335448771,08-12-2024 13.00,13
8240,fedex,fragile items,ev van,two day,west,rainy,59.3,34.75,no,delivered,4,400.75,48,40,1.2,3.195927988,0.994686582,-44.80407201,0,05-12-2024,05-12-2024 10.00,2024-12-05 13:11:45.340756411,07-12-2024 10.00,10
8241,xpressbees,electronics,scooter,same day,north,foggy,149.6,25.32,no,delivered,3,923.96,24,40,1.15,5.488838372,1.005583797,-18.51116163,0,31-07-2024,31-07-2024 14.00,2024-07-31 19:29:19.818140762,01-08-2024 14.00,14
8242,ecom express,cosmetics,scooter,standard,west,clear,64.2,4.33,no,delivered,4,333.99,48,40,1,2.191270319,0.999849571,-45.80872968,0,18-11-2024,18-11-2024 13.00,2024-11-18 15:11:28.573148263,20-11-2024 13.00,13
8243,fedex,clothing,ev van,same day,central,rainy,208.8,41.4,yes,delayed,2,1268.2,26.4,40,1.2,7.815849287,0.994686582,-18.58415071,0,24-02-2024,24-02-2024 13.00,2024-02-24 20:48:57.057431554,25-02-2024 15.24,13
8244,amazon logistics,furniture,ev van,express,west,rainy,237.3,15.69,yes,delayed,2,1283.57,8.8,40,1.2,8.110991513,1.00190617,-0.689008487,0,21-10-2024,21-10-2024 8.00,2024-10-21 16:06:39.569448139,21-10-2024 16.48,8
8245,shadowfax,electronics,truck,same day,south,cold,90.3,37.42,no,delivered,4,663.76,24,50,1.05,3.214133604,1.002186885,-20.7858664,0,01-10-2024,01-10-2024 10.00,2024-10-01 13:12:50.880974947,02-10-2024 10.00,10
8246,amazon logistics,cosmetics,ev van,express,north,cold,168.6,33.54,yes,delayed,3,993.62,8,40,1.05,5.665869563,1.00190617,-2.334130437,0,29-05-2024,29-05-2024 10.00,2024-05-29 15:39:57.130425871,29-05-2024 18.00,10
8247,dhl,furniture,ev bike,standard,east,stormy,145.3,47.88,no,delivered,4,870.14,48,30,1.1,6.922791423,0.998811829,-41.07720858,0,10-04-2024,10-04-2024 10.00,2024-04-10 16:55:22.049121568,12-04-2024 10.00,10
8248,dhl,pharmacy,scooter,same day,west,cold,71.6,12.67,no,delivered,4,496.01,24,40,1.05,2.667396907,0.998811829,-21.33260309,0,11-11-2024,11-11-2024 14.00,2024-11-11 16:40:02.628863436,12-11-2024 14.00,14
8249,dhl,groceries,truck,standard,central,stormy,224.5,19.58,no,delivered,5,1181.24,52.8,50,1.1,5.912726314,0.998811829,-46.88727369,0,01-02-2024,01-02-2024 10.00,2024-02-01 15:54:45.814728924,03-02-2024 14.48,10
8250,ecom express,electronics,van,standard,west,rainy,87.7,27.99,no,delivered,5,522.47,48,45,1.2,3.609883552,0.999849571,-44.39011645,0,19-11-2024,19-11-2024 15.00,2024-11-19 18:36:35.580788665,21-11-2024 15.00,15
8251,shadowfax,pharmacy,ev bike,standard,east,stormy,178.6,13.05,no,delivered,5,932.15,48,30,1.1,7.401918493,1.002186885,-40.59808151,0,13-05-2024,13-05-2024 13.00,2024-05-13 20:24:06.906573100,15-05-2024 13.00,13
8252,blue dart,cosmetics,van,express,east,stormy,258.5,49.52,yes,delayed,2,1492.41,8.8,45,1.1,7.965849864,1.000945045,-0.834150136,0,28-03-2024,28-03-2024 11.00,2024-03-28 18:57:57.059509820,28-03-2024 19.48,11
8253,delhivery,pharmacy,scooter,two day,north,rainy,197.3,16.65,no,delivered,5,1036.45,48,40,1.2,6.873191292,0.99343672,-41.12680871,0,14-06-2024,14-06-2024 14.00,2024-06-14 20:52:23.488651981,16-06-2024 14.00,14
8254,fedex,documents,van,same day,west,stormy,116.8,34.56,yes,delayed,2,787.68,24,45,1.1,4.143298434,0.994686582,-19.85670157,0,06-12-2024,06-12-2024 15.00,2024-12-06 19:08:35.874363739,07-12-2024 15.00,15
8255,amazon logistics,cosmetics,van,same day,west,cold,160.1,0.67,no,delivered,3,901.43,24,45,1.05,4.282885041,1.00190617,-19.71711496,0,19-10-2024,19-10-2024 9.00,2024-10-19 13:16:58.386148805,20-10-2024 9.00,9
8256,fedex,furniture,ev van,same day,north,cold,266.1,25.58,yes,failed,2,1507.24,26.4,40,1.05,8.004546305,0.994686582,-18.3954537,0,17-07-2024,17-07-2024 13.00,2024-07-17 21:00:16.366696477,18-07-2024 15.24,13
8257,shadowfax,clothing,bike,standard,south,cold,190.6,0.87,no,delivered,5,955.61,48,35,1.05,6.27496268,1.002186885,-41.72503732,0,04-10-2024,04-10-2024 18.00,2024-10-05 00:16:29.865649555,06-10-2024 18.00,18
8258,amazon logistics,clothing,ev van,two day,north,stormy,165.2,40.63,no,delivered,5,947.89,48,40,1.1,5.998271973,1.00190617,-42.00172803,0,28-05-2024,28-05-2024 12.00,2024-05-28 17:59:53.779101910,30-05-2024 12.00,12
8259,fedex,documents,scooter,standard,central,stormy,123.3,21.28,no,delivered,3,680.34,48,40,1.1,4.385483618,0.994686582,-43.61451638,0,22-02-2024,22-02-2024 16.00,2024-02-22 20:23:07.741025322,24-02-2024 16.00,16
8260,ecom express,electronics,scooter,standard,north,cold,226.8,26.75,no,delivered,4,1214.25,52.8,40,1.05,7.03919094,0.999849571,-45.76080906,0,30-06-2024,30-06-2024 12.00,2024-06-30 19:02:21.087382300,02-07-2024 16.48,12
8261,shadowfax,cosmetics,van,same day,east,rainy,52.5,26.88,no,delivered,4,443.14,24,45,1.2,2.650904575,1.002186885,-21.34909543,0,10-05-2024,10-05-2024 13.00,2024-05-10 15:39:03.256468246,11-05-2024 13.00,13
8262,xpressbees,electronics,truck,express,south,clear,214.9,6.88,yes,delayed,2,1145.14,8.8,50,1,4.963159387,1.005583797,-3.836840613,0,13-10-2024,13-10-2024 11.00,2024-10-13 15:57:47.373792775,13-10-2024 19.48,11
8263,amazon logistics,electronics,ev van,standard,central,clear,168.3,4.54,no,delivered,4,855.12,48,40,1,4.807446375,1.00190617,-43.19255362,0,05-01-2024,05-01-2024 18.00,2024-01-05 22:48:26.806951342,07-01-2024 18.00,18
8264,shadowfax,clothing,truck,express,south,foggy,27.9,30.93,yes,failed,1,282.29,8,50,1.15,1.932306512,1.002186885,-6.067693488,0,29-09-2024,29-09-2024 11.00,2024-09-29 12:55:56.303443272,29-09-2024 19.00,11
8265,delhivery,documents,bike,express,central,clear,251,19.28,yes,delayed,2,1362.84,8.8,35,1,8.004148038,0.99343672,-0.795851962,0,24-01-2024,24-01-2024 11.00,2024-01-24 19:00:14.932938139,24-01-2024 19.48,11
8266,dhl,electronics,van,same day,north,hot,173.3,16.01,no,delivered,4,1014.53,24,45,1.1,5.132336875,0.998811829,-18.86766313,0,21-06-2024,21-06-2024 15.00,2024-06-21 20:07:56.412749416,22-06-2024 15.00,15
8267,blue dart,pharmacy,ev van,two day,north,rainy,184,47.13,no,delivered,5,1061.39,48,40,1.2,7.257972631,1.000945045,-40.74202737,0,06-06-2024,06-06-2024 16.00,2024-06-06 23:15:28.701471884,08-06-2024 16.00,16
8268,fedex,clothing,ev bike,express,east,clear,173.8,5.49,no,delivered,3,935.47,8,30,1,6.369110809,0.994686582,-1.630889191,0,05-05-2024,05-05-2024 9.00,2024-05-05 15:22:08.798913397,05-05-2024 17.00,9
8269,blue dart,fragile items,scooter,express,east,foggy,274.3,13.48,yes,delayed,2,1461.94,8.8,40,1.15,8.779454141,1.000945045,-0.020545859,0,28-03-2024,28-03-2024 12.00,2024-03-28 20:46:46.034908489,28-03-2024 20.48,12
8270,fedex,pharmacy,truck,standard,west,foggy,164.4,23.28,no,delivered,4,891.84,48,50,1.15,4.865648672,0.994686582,-43.13435133,0,08-12-2024,08-12-2024 14.00,2024-12-08 18:51:56.335218706,10-12-2024 14.00,14
8271,dhl,electronics,ev bike,two day,east,stormy,229.8,2.37,no,delivered,3,1156.11,52.8,30,1.1,9.017413027,0.998811829,-43.78258697,0,12-04-2024,12-04-2024 14.00,2024-04-12 23:01:02.686897235,14-04-2024 18.48,14
8272,delhivery,groceries,scooter,same day,east,cold,161.6,25.76,no,delivered,4,985.28,24,40,1.05,5.273122373,0.99343672,-18.72687763,0,02-04-2024,02-04-2024 10.00,2024-04-02 15:16:23.240543631,03-04-2024 10.00,10
8273,blue dart,clothing,truck,express,south,stormy,240.2,38.24,yes,failed,2,1365.72,8.8,50,1.1,6.681988815,1.000945045,-2.118011185,0,18-08-2024,18-08-2024 9.00,2024-08-18 15:40:55.159732815,18-08-2024 17.48,9
8274,fedex,automobile parts,van,standard,central,hot,236,36.78,no,delivered,5,1290.34,52.8,45,1.1,7.090174585,0.994686582,-45.70982541,0,25-02-2024,25-02-2024 14.00,2024-02-25 21:05:24.628507638,27-02-2024 18.48,14
8275,delhivery,pharmacy,scooter,two day,east,hot,297.1,26.99,no,delivered,4,1568.47,52.8,40,1.1,9.252899415,0.99343672,-43.54710059,0,06-04-2024,06-04-2024 10.00,2024-04-06 19:15:10.437893388,08-04-2024 14.48,10
8276,amazon logistics,fragile items,ev van,standard,south,clear,179.2,48.38,no,delivered,4,1041.14,48,40,1,5.958937137,1.00190617,-42.04106286,0,09-08-2024,09-08-2024 15.00,2024-08-09 20:57:32.173691472,11-08-2024 15.00,15
8277,xpressbees,groceries,scooter,standard,north,rainy,108.7,2.34,no,delivered,4,550.52,48,40,1.2,3.939032625,1.005583797,-44.06096738,0,29-07-2024,29-07-2024 15.00,2024-07-29 18:56:20.517449978,31-07-2024 15.00,15
8278,xpressbees,clothing,scooter,two day,east,foggy,271.7,44.6,no,delivered,5,1492.3,52.8,40,1.15,9.464730671,1.005583797,-43.33526933,0,23-05-2024,23-05-2024 15.00,2024-05-24 00:27:53.030417382,25-05-2024 19.48,15
8279,blue dart,documents,bike,express,east,rainy,196,18.34,yes,delayed,3,1085.02,8,35,1.2,7.767493697,1.000945045,-0.232506303,0,26-03-2024,26-03-2024 11.00,2024-03-26 18:46:02.977307511,26-03-2024 19.00,11
8280,amazon logistics,groceries,van,two day,north,foggy,184.4,27.84,no,delivered,4,1005.52,48,45,1.15,5.939063771,1.00190617,-42.06093623,0,29-05-2024,29-05-2024 13.00,2024-05-29 18:56:20.629575686,31-05-2024 13.00,13
8281,shadowfax,cosmetics,truck,same day,central,rainy,223.2,7.5,yes,delayed,2,1238.5,26.4,50,1.2,6.150220479,1.002186885,-20.24977952,0,03-03-2024,03-03-2024 13.00,2024-03-03 19:09:00.793723665,04-03-2024 15.24,13
8282,dhl,groceries,ev van,same day,west,clear,151.9,16.32,no,delivered,4,908.46,24,40,1,4.618406017,0.998811829,-19.38159398,0,12-11-2024,12-11-2024 9.00,2024-11-12 13:37:06.261660112,13-11-2024 9.00,9
8283,delhivery,automobile parts,ev bike,two day,south,foggy,213.9,25.03,no,delivered,4,1144.59,52.8,30,1.15,9.288822087,0.99343672,-43.51117791,0,26-08-2024,26-08-2024 10.00,2024-08-26 19:17:19.759511875,28-08-2024 14.48,10
8284,fedex,groceries,ev van,standard,west,rainy,295.1,11.79,no,delivered,5,1510.87,52.8,40,1.2,9.684228775,0.994686582,-43.11577123,0,12-12-2024,12-12-2024 18.00,2024-12-13 03:41:03.223588797,14-12-2024 22.48,18
8285,amazon logistics,documents,ev van,express,north,stormy,215.2,15.93,yes,delayed,2,1173.79,8.8,40,1.1,6.831457144,1.00190617,-1.968542856,0,30-05-2024,30-05-2024 8.00,2024-05-30 14:49:53.245717323,30-05-2024 16.48,8
8286,delhivery,furniture,ev bike,express,north,rainy,228.7,8.14,yes,delayed,2,1217.92,8.8,30,1.2,9.878098946,0.99343672,1.078098946,1,15-06-2024,15-06-2024 12.00,2024-06-15 21:52:41.156205380,15-06-2024 20.48,12
8287,delhivery,clothing,ev van,same day,west,stormy,210.4,4.18,yes,delayed,2,1164.54,26.4,40,1.1,6.3857715,0.99343672,-20.0142285,0,06-11-2024,06-11-2024 13.00,2024-11-06 19:23:08.777399384,07-11-2024 15.24,13
8288,dhl,cosmetics,scooter,express,north,cold,191.9,25.3,yes,delayed,3,1085.4,8,40,1.05,6.086434673,0.998811829,-1.913565327,0,22-06-2024,22-06-2024 8.00,2024-06-22 14:05:11.164822267,22-06-2024 16.00,8
8289,fedex,electronics,ev bike,two day,central,foggy,192,47.63,no,delivered,4,1102.89,48,30,1.15,8.982507232,0.994686582,-39.01749277,0,24-02-2024,24-02-2024 12.00,2024-02-24 20:58:57.026034044,26-02-2024 12.00,12
8290,fedex,pharmacy,truck,same day,north,stormy,295.9,30.24,yes,delayed,3,1632.7206,26.4,50,1.1,7.684033421,0.994686582,-18.71596658,0,18-07-2024,18-07-2024 13.00,2024-07-18 20:41:02.520314520,19-07-2024 15.24,13
8291,dhl,groceries,van,two day,west,clear,198,3.73,no,delivered,4,1001.19,48,45,1,4.968689325,0.998811829,-43.03131067,0,14-11-2024,14-11-2024 10.00,2024-11-14 14:58:07.281570619,16-11-2024 10.00,10
8292,ekart,groceries,truck,two day,east,clear,14.9,30.64,no,delivered,4,166.42,48,50,1,1.414458771,1.002593401,-46.58554123,0,22-04-2024,22-04-2024 18.00,2024-04-22 19:24:52.051574894,24-04-2024 18.00,18
